stock,stock_name,year,generated_at,q1_A,q1_S,q1_G,q1_I,q1_M,q1_F,q1_X,q1_D,q2_A,q2_S,q2_G,q2_I,q2_M,q2_F,q2_X,q2_D,q3_A,q3_S,q3_G,q3_I,q3_M,q3_F,q3_X,q3_D,q4_A,q4_S,q4_G,q4_I,q4_M,q4_F,q4_X,q4_D
5536,聖暉,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5536/202403_5536_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5536/202403_5536_AI1.md),,,,,,,,,
2347,聯強,2026,2026-09-25T03:32:28.074244+00:00,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2347_2026_q1.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2026_q1_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202601_2347_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202601_2347_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2347_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2026_q2_ir_en.pdf),,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202602_2347_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202602_2347_AI1.md),,,,,,,,,,,,,,,,,
2347,聯強,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202501_2347_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202501_2347_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202502_2347_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202502_2347_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202503_2347_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202503_2347_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2347_2025_q4.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2025_q4_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2025_q4_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2025_q4_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2347/2347_2025_q4_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202504_2347_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202504_2347_AI1.md),
2347,聯強,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202404_2347_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2347/202404_2347_AI1.md),
2454,聯發科,2026,2026-09-25T03:32:28.074244+00:00,,[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2026_q1_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2026_q1_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2026_q1_ir.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202601_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202601_2454_AI1.md),[D](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/reports/conference-digests/2454/2454_2026_q1_digest.md),[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2454_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2026_q2_ir.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2026_q2_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202602_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202602_2454_AI1.md),,,,,,,,,,,,,,,,,
2454,聯發科,2025,2026-09-25T03:32:28.074244+00:00,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2454_2025_q1.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q1_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q1_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202501_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202501_2454_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2454_2025_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q2_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q2_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q2_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q2_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202502_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202502_2454_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2454_2025_q3.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q3_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q3_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q3_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q3_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202503_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202503_2454_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2454_2025_q4.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q4_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q4_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q4_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2454/2454_2025_q4_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202504_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202504_2454_AI1.md),
2454,聯發科,2024,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202401_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202401_2454_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202402_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202402_2454_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202403_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202403_2454_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202404_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202404_2454_AI1.md),
2454,聯發科,2023,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202301_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202301_2454_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202302_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202302_2454_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202303_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202303_2454_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202304_2454_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2454/202304_2454_AI1.md),
3034,聯詠,2026,2026-09-25T03:32:28.074244+00:00,,,,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202601_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202601_3034_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/3034_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2026_q2_ir.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2026_q2_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202602_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202602_3034_AI1.md),,,,,,,,,,,,,,,,,
3034,聯詠,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202501_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202501_3034_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202502_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202502_3034_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/3034_2025_q3.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q3_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q3_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q3_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q3_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202503_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202503_3034_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/3034_2025_q4.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q4_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q4_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q4_ir.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3034/3034_2025_q4_ir.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202504_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202504_3034_AI1.md),
3034,聯詠,2024,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202401_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202401_3034_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202402_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202402_3034_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202403_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202403_3034_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202404_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202404_3034_AI1.md),
3034,聯詠,2023,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202301_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202301_3034_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202302_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202302_3034_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202303_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202303_3034_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202304_3034_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3034/202304_3034_AI1.md),
3014,聯陽,2026,2026-09-25T03:32:28.074244+00:00,,,,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3014/3014_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/3014/3014_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202601_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202601_3014_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202602_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202602_3014_AI1.md),,,,,,,,,,,,,,,,,
3014,聯陽,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202501_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202501_3014_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202502_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202502_3014_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202503_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202503_3014_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202504_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202504_3014_AI1.md),
3014,聯陽,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202403_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202403_3014_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202404_3014_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3014/202404_3014_AI1.md),
2303,聯電,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202601_2303_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202601_2303_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2303_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2303/2303_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2303/2303_2026_q2_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2303/2303_2026_q2_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202602_2303_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202602_2303_AI1.md),,,,,,,,,,,,,,,,,
2303,聯電,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202501_2303_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202501_2303_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202502_2303_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202502_2303_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202503_2303_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202503_2303_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202504_2303_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202504_2303_AI1.md),
2303,聯電,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202404_2303_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2303/202404_2303_AI1.md),
2360,致茂,2026,2026-09-25T03:32:28.074244+00:00,,,,,,,,,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2360_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2360/2360_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2360/2360_2026_q2_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2360/2360_2026_q2_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2360/202602_2360_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2360/202602_2360_AI1.md),,,,,,,,,,,,,,,,,
6695,芯鼎,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202601_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202601_6695_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202602_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202602_6695_AI1.md),,,,,,,,,,,,,,,,,
6695,芯鼎,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202501_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202501_6695_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202502_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202502_6695_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202503_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202503_6695_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202504_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202504_6695_AI1.md),
6695,芯鼎,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202403_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202403_6695_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202404_6695_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6695/202404_6695_AI1.md),
2356,英業達,2026,2026-09-25T03:32:28.074244+00:00,,,,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2356/2356_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2356/2356_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202601_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202601_2356_AI1.md),,,,,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2356/2356_2026_q2_ir_en.pdf),,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202602_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202602_2356_AI1.md),,,,,,,,,,,,,,,,,
2356,英業達,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202501_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202501_2356_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202502_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202502_2356_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202503_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202503_2356_AI1.md),,,,,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2356/2356_2025_q4_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2356/2356_2025_q4_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202504_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202504_2356_AI1.md),
2356,英業達,2024,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202401_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202401_2356_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202402_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202402_2356_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202403_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202403_2356_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202404_2356_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2356/202404_2356_AI1.md),
2357,華碩,2026,2026-09-25T03:32:28.074244+00:00,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2357_2026_q1.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q1_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q1_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2357/202601_2357_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2357/202601_2357_AI1.md),[D](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/reports/conference-digests/2357/2357_2026_q1_digest.md),[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2357_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q2_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q2_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q2_ir.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2357/2357_2026_q2_ir.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2357/202602_2357_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2357/202602_2357_AI1.md),[D](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/reports/conference-digests/2357/2357_2026_q2_digest.md),,,,,,,,,,,,,,,,
